id,label
503,4
504,5
505,4
506,5
507,3
508,4
509,6
510,5
511,6
512,6
513,0
514,6
515,5
516,4
517,2
518,0
519,0
520,3
521,0
522,6
523,0
524,5
525,4
526,2
527,4
528,0
529,4
530,5
531,4
532,0
533,0
534,3
535,3
536,0
537,2
538,5
539,2
540,0
541,6
542,0
543,0
544,6
545,0
546,6
547,3
548,2
549,4
550,3
551,3
552,2
553,2
554,0
555,2
556,5
557,5
558,4
559,5
560,5
561,3
562,4
563,3
564,3
565,0
566,6
567,6
568,2
569,3
570,3
571,4
572,2
573,5
574,0
575,5
576,3
577,4
578,5
579,0
580,2
581,3
582,6
583,5
584,6
585,3
586,4
587,6
588,0
589,4
590,2
591,4
592,5
593,6
594,2
595,3
596,0
597,6
598,2
599,6
600,6
601,0
602,4
603,6
604,6
605,0
606,6
607,4
608,6
609,4
610,5
611,3
612,5
613,3
614,4
615,2
616,4
617,3
618,2
619,5
620,6
621,3
622,2
623,2
624,2
625,6
626,6
627,3
628,4
629,5
630,5
631,3
632,3
633,3
634,3
635,2
636,6
637,0
638,4
639,5
640,3
641,3
642,4
643,3
644,5
645,0
646,4
647,3
648,3
649,0
650,4
651,3
652,5
653,5
654,6
655,2
656,0
657,4
658,3
659,6
660,2
661,3
662,3
663,2
664,3
665,3
666,3
667,2
668,4
669,6
670,3
671,2
672,3
673,3
674,3
675,3
676,2
677,0
678,5
679,3
680,2
681,3
682,0
683,6
684,4
685,3
686,3
687,2
688,4
689,2
690,3
691,3
692,4
693,4
694,4
695,2
696,0
697,0
698,0
699,5
700,6
701,5
702,0
703,5
704,3
705,4
706,3
707,4
708,4
709,2
710,2
711,3
712,5
713,5
714,4
715,4
716,3
717,4
718,6
719,4
720,3
721,2
722,5
723,0
724,3
725,5
726,3
727,0
728,6
729,6
730,6
731,2
732,5
733,2
734,0
735,3
736,3
737,4
738,3
739,6
740,5
741,0
742,6
743,4
744,2
745,3
746,5
747,3
748,4
749,3
750,4
751,2
752,5
753,0
754,4
755,6
756,4
757,4
758,3
759,3
760,6
761,6
762,3
763,5
764,6
765,0
766,3
767,5
768,6
769,5
770,3
771,3
772,3
773,0
774,2
775,4
776,3
777,3
778,3
779,2
780,2
781,0
782,6
783,6
784,2
785,4
786,2
787,3
788,3
789,4
790,6
791,3
792,2
793,3
794,3
795,3
796,3
797,2
798,0
799,0
800,0
801,0
802,3
803,6
804,3
805,2
806,5
807,4
808,2
809,0
810,0
811,5
812,3
813,2
814,4
815,5
816,3
817,5
818,4
819,6
820,6
821,3
822,2
823,3
824,3
825,3
826,6
827,4
828,2
829,3
830,3
831,6
832,6
833,4
834,3
835,4
836,6
837,3
838,4
839,6
840,6
841,3
842,2
843,4
844,6
845,3
846,4
847,3
848,5
849,3
850,2
851,5
852,5
853,5
854,2
855,4
856,2
857,5
858,3
859,2
860,3
861,0
862,6
863,0
864,3
865,6
866,4
867,4
868,0
869,2
870,4
871,6
872,6
873,4
874,4
875,5
876,3
877,6
878,4
879,0
880,3
881,6
882,4
883,0
884,3
885,0
886,3
887,6
888,4
889,4
890,2
891,0
892,2
893,3
894,2
895,3
896,5
897,5
898,6
899,6
900,3
901,4
902,6
903,3
904,0
905,4
906,3
907,4
908,3
909,2
910,5
911,6
912,4
913,3
914,2
915,6
916,3
917,3
918,2
919,4
920,3
921,4
922,3
923,4
924,6
925,2
926,3
927,4
928,4
929,6
930,4
931,6
932,0
933,0
934,2
935,3
936,4
937,3
938,3
939,3
940,6
941,3
942,0
943,3
944,4
945,4
946,3
947,3
948,0
949,5
950,2
951,4
952,0
953,4
954,6
955,3
956,2
957,3
958,4
959,0
960,0
961,6
962,3
963,3
964,5
965,6
966,2
967,0
968,3
969,2
970,2
971,4
972,5
973,6
974,4
975,6
976,3
977,2
978,4
979,3
980,0
981,6
982,3
983,0
984,6
985,5
986,6
987,3
988,0
989,3
990,3
991,0
992,4
993,4
994,3
995,3
996,3
997,3
998,5
999,4
1000,6
1001,4
1002,3
1003,6
1004,4
1005,5
1006,6
1007,3
1008,0
1009,6
1010,6
1011,5
1012,0
1013,0
1014,4
1015,3
1016,0
1017,0
1018,4
1019,4
1020,3
1021,5
1022,3
1023,4
1024,5
1025,6
1026,0
1027,3
1028,3
1029,2
1030,5
1031,5
1032,3
1033,3
1034,5
1035,0
1036,6
1037,2
1038,3
1039,3
1040,2
1041,0
1042,4
1043,2
1044,3
1045,3
1046,2
1047,6
1048,3
1049,0
1050,2
1051,2
1052,0
1053,0
1054,4
1055,3
1056,6
1057,6
1058,6
1059,4
1060,3
1061,3
1062,0
1063,4
1064,3
1065,0
1066,6
1067,0
1068,6
1069,4
1070,3
1071,3
1072,6
1073,2
1074,3
1075,3
1076,5
1077,6
1078,6
1079,4
1080,3
1081,4
1082,5
1083,6
1084,3
1085,5
1086,0
1087,6
1088,6
1089,6
1090,2
1091,0
1092,3
1093,3
1094,5
1095,6
1096,3
1097,3
1098,4
1099,5
1100,0
1101,5
1102,6
1103,5
1104,5
1105,5
1106,0
1107,0
1108,6
1109,3
1110,3
1111,5
1112,3
1113,3
1114,0
1115,2
1116,3
1117,6
1118,4
1119,3
1120,3
1121,6
1122,0
1123,3
1124,3
1125,4
1126,4
1127,4
1128,0
1129,4
1130,5
1131,6
1132,6
1133,6
1134,6
1135,5
1136,3
1137,2
1138,5
1139,6
1140,6
1141,4
1142,2
1143,4
1144,6
1145,6
1146,6
1147,4
1148,3
1149,3
1150,5
1151,2
1152,4
1153,5
1154,3
1155,3
1156,3
1157,4
1158,3
1159,5
1160,5
1161,2
1162,5
1163,0
1164,6
1165,2
1166,4
1167,5
1168,4
1169,4
1170,6
1171,6
1172,0
1173,4
1174,4
1175,0
1176,5
1177,3
1178,5
1179,3
1180,4
1181,3
1182,6
1183,6
1184,6
1185,3
1186,5
1187,2
1188,3
1189,5
1190,2
1191,6
1192,4
1193,6
1194,6
1195,6
1196,5
1197,6
1198,0
1199,6
1200,3
1201,6
1202,4
1203,4
1204,3
1205,6
1206,4
1207,2
1208,2
1209,6
1210,4
1211,6
1212,0
1213,0
1214,2
1215,4
1216,0
1217,4
1218,6
1219,0
1220,0
1221,6
1222,0
1223,0
1224,4
1225,4
1226,2
1227,3
1228,6
1229,3
1230,2
1231,5
1232,5
1233,0
1234,5
1235,5
1236,6
1237,5
1238,2
1239,2
1240,6
1241,6
1242,5
1243,2
1244,6
1245,6
1246,6
1247,3
1248,5
1249,4
1250,2
1251,2
1252,6
1253,6
1254,4
1255,3
1256,0
1257,0
1258,3
1259,0
1260,5
1261,6
1262,6
1263,2
1264,5
1265,5
1266,5
1267,6
1268,2
1269,5
1270,3
1271,3
1272,3
1273,6
1274,4
1275,6
1276,3
1277,0
1278,3
1279,0
1280,6
1281,0
1282,0
1283,6
1284,5
1285,2
1286,6
1287,5
1288,3
1289,5
1290,4
1291,2
1292,6
1293,3
1294,2
1295,4
1296,6
1297,4
1298,3
1299,3
1300,0
1301,4
1302,6
1303,5
1304,4
1305,5
1306,6
1307,2
1308,3
1309,3
1310,0
1311,6
1312,3
1313,2
1314,6
1315,4
1316,4
1317,5
1318,3
1319,4
1320,6
1321,6
1322,6
1323,0
1324,3
1325,4
1326,0
1327,3
1328,0
1329,0
1330,3
1331,6
1332,2
1333,0
1334,3
1335,3
1336,5
1337,5
1338,3
1339,4
1340,4
1341,0
1342,2
1343,5
1344,0
1345,6
1346,2
1347,3
1348,6
1349,5
1350,4
1351,2
1352,0
1353,4
1354,3
1355,0
1356,6
1357,4
1358,5
1359,6
1360,5
1361,4
1362,3
1363,6
1364,0
1365,5
1366,2
1367,6
1368,4
1369,3
1370,3
1371,3
1372,4
1373,3
1374,2
1375,0
1376,3
1377,6
1378,6
1379,2
1380,6
1381,0
1382,6
1383,3
1384,4
1385,2
1386,4
1387,4
1388,2
1389,4
1390,6
1391,6
1392,3
1393,0
1394,5
1395,2
1396,5
1397,3
1398,6
1399,5
1400,4
1401,3
1402,4
1403,2
1404,5
1405,4
1406,2
1407,3
1408,6
1409,3
1410,6
1411,6
1412,2
1413,5
1414,6
1415,3
1416,3
1417,3
1418,3
1419,3
1420,6
1421,0
1422,6
1423,4
1424,3
1425,6
1426,6
1427,2
1428,0
1429,5
1430,4
1431,6
1432,6
1433,6
1434,4
1435,6
1436,6
1437,4
1438,5
1439,4
1440,6
1441,3
1442,4
1443,6
1444,3
1445,4
1446,0
1447,3
1448,3
1449,5
1450,4
1451,3
1452,0
1453,3
1454,2
1455,4
1456,0
1457,3
1458,5
1459,3
1460,3
1461,3
1462,5
1463,5
1464,3
1465,4
1466,5
1467,4
1468,3
1469,0
1470,3
1471,3
1472,0
1473,6
1474,3
1475,3
1476,3
1477,4
1478,3
1479,4
1480,3
1481,3
1482,5
1483,0
1484,3
1485,6
1486,3
1487,3
1488,4
1489,0
1490,3
1491,3
1492,6
1493,6
1494,6
1495,0
1496,6
1497,6
1498,6
1499,0
1500,2
1501,0
1502,6
1503,4
1504,3
1505,4
1506,2
1507,3
1508,6
1509,5
1510,4
1511,6
1512,4
1513,4
1514,0
1515,3
1516,4
1517,0
1518,6
1519,2
1520,0
1521,3
1522,4
1523,3
1524,4
1525,0
1526,4
1527,6
1528,4
1529,4
1530,6
1531,2
1532,6
1533,3
1534,6
1535,6
1536,4
1537,4
1538,3
1539,5
1540,2
1541,4
1542,3
1543,5
1544,5
1545,4
1546,4
1547,6
1548,2
1549,4
1550,0
1551,5
1552,4
1553,3
1554,4
1555,4
1556,3
1557,0
1558,3
1559,4
1560,6
1561,3
1562,0
1563,6
1564,4
1565,4
1566,2
1567,0
1568,3
1569,5
1570,6
1571,3
1572,4
1573,4
1574,2
1575,0
1576,6
1577,0
1578,6
1579,4
1580,3
1581,4
1582,4
1583,4
1584,0
1585,3
1586,4
1587,0
1588,6
1589,6
1590,4
1591,2
1592,5
1593,4
1594,4
1595,3
1596,0
1597,3
1598,4
1599,3
1600,0
1601,3
1602,4
1603,3
1604,5
1605,2
1606,0
1607,2
1608,5
1609,0
1610,3
1611,2
1612,6
1613,2
1614,0
1615,0
1616,4
1617,3
1618,2
1619,3
1620,3
1621,6
1622,5
1623,0
1624,6
1625,3
1626,3
1627,5
1628,3
1629,5
1630,6
1631,4
1632,5
1633,0
1634,6
1635,4
1636,6
1637,0
1638,5
1639,5
1640,3
1641,0
1642,3
1643,2
1644,4
1645,3
1646,3
1647,4
1648,3
1649,3
1650,3
1651,3
1652,4
1653,3
1654,3
1655,0
1656,5
1657,3
1658,6
1659,6
1660,6
1661,5
1662,5
1663,5
1664,0
1665,5
1666,0
1667,5
1668,5
1669,5
1670,5
1671,6
1672,2
1673,5
1674,5
1675,2
1676,3
1677,4
1678,4
1679,3
1680,4
1681,6
1682,3
1683,3
1684,6
1685,3
1686,4
1687,6
1688,4
1689,3
1690,2
1691,4
1692,0
1693,6
1694,4
1695,6
1696,4
1697,2
1698,3
1699,4
1700,3
1701,3
1702,4
1703,6
1704,3
1705,6
1706,6
1707,6
1708,3
1709,4
1710,3
1711,6
1712,2
1713,6
1714,0
1715,4
1716,2
1717,3
1718,0
1719,2
1720,6
1721,6
1722,4
1723,0
1724,0
1725,2
1726,4
1727,5
1728,6
1729,0
1730,6
1731,4
1732,3
1733,3
1734,4
1735,5
1736,4
1737,6
1738,5
1739,0
1740,4
1741,2
1742,0
1743,5
1744,6
1745,4
1746,4
1747,5
1748,4
1749,0
1750,3
1751,0
1752,6
1753,3
1754,2
1755,5
1756,6
1757,4
1758,6
1759,0
1760,0
1761,0
1762,5
1763,5
1764,3
1765,0
1766,6
1767,6
1768,0
1769,2
1770,3
1771,6
1772,4
1773,2
1774,0
1775,3
1776,6
1777,2
1778,0
1779,2
1780,6
1781,4
1782,0
1783,5
1784,2
1785,4
1786,4
1787,3
1788,0
1789,3
1790,5
1791,2
1792,6
1793,3
1794,6
1795,4
1796,3
1797,0
1798,5
1799,3
1800,2
1801,3
1802,5
1803,0
1804,4
1805,6
1806,3
1807,6
1808,4
1809,4
1810,4
1811,6
1812,6
1813,5
1814,0
1815,4
1816,6
1817,4
1818,3
1819,5
1820,4
1821,2
1822,4
1823,6
1824,2
1825,2
1826,2
1827,5
1828,4
1829,3
1830,4
1831,6
1832,3
1833,6
1834,5
1835,3
1836,2
1837,6
1838,3
1839,3
1840,4
1841,6
1842,3
1843,4
1844,0
1845,6
1846,3
1847,4
1848,5
1849,4
1850,2
1851,4
1852,6
1853,6
1854,4
1855,2
1856,3
1857,3
1858,2
1859,5
1860,4
1861,3
1862,4
1863,3
1864,0
1865,3
1866,3
1867,4
1868,0
1869,3
1870,3
1871,3
1872,6
1873,2
1874,2
1875,2
1876,3
1877,3
1878,6
1879,3
1880,3
1881,4
1882,2
1883,2
1884,3
1885,2
1886,3
1887,5
1888,2
1889,0
1890,0
1891,6
1892,4
1893,4
1894,4
1895,3
1896,2
1897,6
1898,3
1899,0
1900,2
1901,4
1902,3
1903,3
1904,5
1905,4
1906,6
1907,2
1908,6
1909,2
1910,5
1911,6
1912,3
1913,3
1914,6
1915,0
1916,6
1917,6
1918,0
1919,4
1920,2
1921,5
1922,2
1923,3
1924,5
1925,3
1926,2
1927,3
1928,3
1929,6
1930,4
1931,3
1932,3
1933,4
1934,2
1935,3
1936,0
1937,3
1938,5
1939,6
1940,6
1941,3
1942,2
1943,2
1944,3
1945,4
1946,2
1947,0
1948,4
1949,3
1950,6
1951,5
1952,0
1953,4
1954,4
1955,6
1956,3
1957,0
1958,5
1959,3
1960,2
1961,6
1962,3
1963,6
1964,4
1965,6
1966,6
1967,3
1968,6
1969,4
1970,0
1971,2
1972,4
1973,6
1974,6
1975,2
1976,3
1977,2
1978,5
1979,3
1980,3
1981,5
1982,3
1983,0
1984,0
1985,6
1986,3
1987,6
1988,4
1989,5
1990,6
1991,3
1992,3
1993,3
1994,6
1995,3
1996,6
1997,3
1998,4
1999,4
2000,4
2001,2
2002,6
2003,4
2004,0
2005,0
2006,2
2007,2
2008,3
2009,4
2010,5
2011,3
2012,6
2013,4
2014,6
2015,5
2016,5
2017,3
2018,3
2019,3
2020,4
2021,0
2022,3
2023,6
2024,0
2025,5
2026,3
2027,3
2028,3
2029,5
2030,4
2031,4
2032,3
2033,3
2034,6
2035,4
2036,2
2037,4
2038,6
2039,0
2040,5
2041,3
2042,3
2043,4
2044,0
2045,3
2046,0
2047,3
2048,3
2049,3
2050,5
2051,6
2052,3
2053,6
2054,3
2055,0
2056,4
2057,6
2058,4
2059,4
2060,5
2061,6
2062,2
2063,3
2064,2
2065,5
2066,3
2067,3
2068,3
2069,4
2070,5
2071,3
2072,5
2073,3
2074,3
2075,3
2076,3
2077,6
2078,0
2079,2
2080,6
2081,2
2082,6
2083,0
2084,3
2085,4
2086,5
2087,0
2088,5
2089,3
2090,6
2091,5
2092,3
2093,3
2094,3
2095,6
2096,5
2097,3
2098,4
2099,6
2100,5
2101,4
2102,6
2103,6
2104,5
2105,0
2106,5
2107,4
2108,3
2109,0
2110,3
2111,6
2112,6
2113,2
2114,2
2115,6
2116,6
2117,4
2118,3
2119,3
2120,3
2121,6
2122,6
2123,3
2124,0
2125,4
2126,3
2127,3
2128,2
2129,2
2130,5
2131,6
2132,4
2133,6
2134,5
2135,0
2136,4
2137,4
2138,0
2139,4
2140,5
2141,2
2142,6
2143,3
2144,6
2145,0
2146,6
2147,4
2148,0
2149,3
2150,3
2151,6
2152,0
2153,2
2154,5
2155,5
2156,0
2157,5
2158,2
2159,6
2160,2
2161,0
2162,0
2163,5
2164,6
2165,6
2166,5
2167,5
2168,4
2169,0
2170,3
2171,3
2172,3
2173,3
2174,4
2175,4
2176,4
2177,6
2178,2
2179,4
2180,0
2181,3
2182,6
2183,4
2184,3
2185,6
2186,3
2187,6
2188,0
2189,2
2190,5
2191,3
2192,6
2193,6
2194,4
2195,3
2196,4
2197,0
2198,3
2199,2
2200,3
2201,3
2202,3
2203,0
2204,5
2205,6
2206,3
2207,6
2208,3
2209,6
2210,0
2211,0
2212,2
2213,6
2214,3
2215,3
2216,2
2217,0
2218,3
2219,5
2220,0
2221,2
2222,2
2223,0
2224,3
2225,3
2226,5
2227,3
2228,0
2229,3
2230,0
2231,6
2232,4
2233,6
2234,6
2235,6
2236,5
2237,6
2238,0
2239,0
2240,0
2241,3
2242,3
2243,5
2244,5
2245,4
2246,5
2247,4
2248,3
2249,5
2250,4
2251,3
2252,5
2253,6
2254,3
2255,2
2256,6
2257,4
2258,2
2259,2
2260,5
2261,0
2262,0
2263,3
2264,6
2265,0
2266,0
2267,4
2268,6
2269,3
2270,6
2271,3
2272,0
2273,3
2274,5
2275,3
2276,3
2277,6
2278,3
2279,6
2280,0
2281,5
2282,0
2283,3
2284,6
2285,5
2286,5
2287,0
2288,2
2289,3
2290,6
2291,3
2292,0
2293,6
2294,4
2295,0
2296,3
2297,4
2298,3
2299,3
2300,2
2301,4
2302,6
2303,5
2304,6
2305,4
2306,4
2307,6
2308,2
2309,4
2310,3
2311,5
2312,6
2313,3
2314,5
2315,5
2316,5
2317,2
2318,3
2319,2
2320,3
2321,3
2322,5
2323,5
2324,0
2325,4
2326,0
2327,5
2328,0
2329,0
2330,2
2331,0
2332,3
2333,3
2334,4
2335,2
2336,3
2337,3
2338,6
2339,6
2340,0
2341,4
2342,0
2343,3
2344,4
2345,4
2346,5
2347,3
2348,3
2349,0
2350,4
2351,4
2352,0
2353,6
2354,2
2355,6
2356,5
2357,0
2358,0
2359,4
2360,0
2361,6
2362,2
2363,0
2364,0
2365,3
2366,6
2367,2
2368,0
2369,6
2370,2
2371,2
2372,0
2373,5
2374,4
2375,2
2376,3
2377,3
2378,5
2379,4
2380,3
2381,4
2382,6
2383,5
2384,2
2385,6
2386,3
2387,4
2388,3
2389,6
2390,2
2391,0
2392,3
2393,0
2394,3
2395,4
2396,3
2397,3
2398,3
2399,4
2400,5
2401,3
2402,3
2403,3
2404,3
2405,0
2406,6
2407,4
2408,2
2409,6
2410,3
2411,4
2412,6
2413,5
2414,3
2415,0
2416,2
2417,3
2418,2
2419,2
2420,3
2421,3
2422,4
2423,6
2424,5
2425,6
2426,0
2427,4
2428,4
2429,2
2430,3
2431,4
2432,6
2433,0
2434,6
2435,6
2436,4
2437,2
2438,3
2439,3
2440,3
2441,4
2442,3
2443,2
2444,4
2445,4
2446,4
2447,2
2448,6
2449,4
2450,3
2451,6
2452,6
2453,3
2454,3
2455,3
2456,3
2457,4
2458,5
2459,6
2460,6
2461,6
2462,2
2463,3
2464,6
2465,3
2466,3
2467,0
2468,4
2469,0
2470,4
2471,6
2472,3
2473,0
2474,6
2475,4
2476,5
2477,4
2478,2
2479,2
2480,6
2481,0
2482,3
2483,5
2484,3
2485,6
2486,4
2487,3
2488,2
2489,0
2490,6
2491,3
2492,0
2493,5
2494,3
2495,6
2496,3
2497,4
2498,3
2499,4
2500,3
2501,4
2502,4
2503,5
2504,3
2505,6
2506,3
2507,2
2508,3
2509,6
2510,2
2511,5
2512,5
2513,3
2514,5
2515,6
2516,5
2517,2
2518,2
2519,0
2520,5
2521,4
2522,3
2523,5
2524,0
2525,4
2526,2
2527,6
2528,4
2529,5
2530,5
2531,0
2532,0
2533,3
2534,3
2535,4
2536,0
2537,3
2538,3
2539,0
2540,2
2541,3
2542,3
2543,4
2544,5
2545,6
2546,0
2547,5
2548,3
2549,5
2550,3
2551,3
2552,4
2553,3
2554,6
2555,3
2556,6
2557,3
2558,6
2559,0
2560,3
2561,0
2562,2
2563,6
2564,3
2565,5
2566,4
2567,5
2568,3
2569,4
2570,0
2571,6
2572,4
2573,6
2574,3
2575,2
2576,5
2577,6
2578,3
2579,0
2580,4
2581,5
2582,4
2583,6
2584,6
2585,5
2586,3
2587,0
2588,5
2589,2
2590,6
2591,5
2592,3
2593,3
2594,3
2595,3
2596,3
2597,2
2598,3
2599,6
2600,6
2601,6
2602,6
2603,5
2604,0
2605,3
2606,5
2607,0
2608,3
2609,3
2610,0
2611,4
2612,0
2613,3
2614,2
2615,3
2616,0
2617,5
2618,4
2619,4
2620,4
2621,3
2622,0
2623,6
2624,3
2625,3
2626,3
2627,5
2628,4
2629,5
2630,2
2631,2
2632,0
2633,0
2634,0
2635,6
2636,0
2637,0
2638,2
2639,5
2640,3
2641,6
2642,3
2643,0
2644,6
2645,6
2646,5
2647,6
2648,6
2649,0
2650,5
2651,6
2652,5
2653,4
2654,2
2655,3
2656,6
2657,5
2658,3
2659,4
2660,4
2661,0
2662,2
2663,4
2664,6
2665,3
2666,4
2667,6
2668,3
2669,0
2670,2
2671,3
2672,4
2673,6
2674,3
2675,4
2676,4
2677,3
2678,3
2679,6
2680,3
2681,2
2682,3
2683,2
2684,3
2685,5
2686,4
2687,6
2688,0
2689,4
2690,3
2691,0
2692,3
2693,4
2694,3
2695,4
2696,3
2697,6
2698,3
2699,2
2700,4
2701,6
2702,4
2703,3
2704,2
2705,5
2706,2
2707,3
2708,4
2709,6
2710,0
2711,3
2712,3
2713,4
2714,4
2715,5
2716,5
2717,6
2718,5
2719,6
2720,0
2721,2
2722,0
2723,3
2724,4
2725,3
2726,3
2727,6
2728,6
2729,6
2730,3
2731,0
2732,4
2733,3
2734,3
2735,4
2736,6
2737,3
2738,6
2739,0
2740,5
2741,3
2742,5
2743,3
2744,4
2745,6
2746,4
2747,0
2748,2
2749,3
2750,6
2751,5
2752,6
2753,6
2754,0
2755,4
2756,2
2757,3
2758,4
2759,0
2760,3
2761,2
2762,3
2763,5
2764,4
2765,0
2766,4
2767,0
2768,4
2769,5
2770,2
2771,0
2772,4
2773,6
2774,4
2775,5
2776,0
2777,0
2778,3
2779,3
2780,6
2781,5
2782,3
2783,6
2784,4
2785,5
2786,0
2787,3
2788,0
2789,6
2790,3
2791,4
2792,6
2793,6
2794,0
2795,3
2796,4
2797,4
2798,2
2799,3
2800,6
2801,6
2802,3
2803,3
2804,6
2805,0
2806,5
2807,4
2808,6
2809,2
2810,6
2811,4
2812,0
2813,2
2814,3
2815,6
2816,2
2817,4
2818,3
2819,4
2820,3
2821,2
2822,4
2823,2
2824,3
2825,2
2826,3
2827,4
2828,4
2829,2
2830,2
2831,0
2832,6
2833,3
2834,5
2835,5
2836,6
2837,4
2838,2
2839,2
2840,5
2841,3
2842,5
2843,0
2844,4
2845,3
2846,3
2847,4
2848,3
2849,5
2850,4
2851,0
2852,5
2853,5
2854,4
2855,6
2856,6
2857,6
2858,4
2859,4
2860,6
2861,2
2862,2
2863,5
2864,4
2865,4
2866,4
2867,0
2868,2
2869,6
2870,2
2871,2
2872,3
2873,4
2874,3
2875,3
2876,0
2877,0
2878,2
2879,0
2880,6
2881,5
2882,3
2883,3
2884,4
2885,5
2886,0
2887,6
2888,0
2889,6
2890,6
2891,3
2892,4
2893,3
2894,4
2895,0
2896,4
2897,2
2898,3
2899,0
2900,3
2901,4
2902,6
2903,6
2904,3
2905,0
2906,2
2907,5
2908,4
2909,4
2910,4
2911,4
2912,5
2913,4
2914,5
2915,3
2916,4
2917,0
2918,3
2919,6
2920,3
2921,6
2922,2
2923,6
2924,3
2925,0
2926,4
2927,4
2928,6
2929,3
2930,2
2931,3
2932,2
2933,3
2934,0
2935,4
2936,5
2937,4
2938,2
2939,6
2940,4
2941,0
2942,6
2943,3
2944,4
2945,3
2946,4
2947,3
2948,5
2949,3
2950,4
2951,2
2952,3
2953,3
2954,2
2955,6
2956,6
2957,3
2958,3
2959,4
2960,3
2961,3
2962,2
2963,2
2964,3
2965,3
2966,4
2967,4
2968,4
2969,4
2970,0
2971,2
2972,6
2973,2
2974,3
2975,6
2976,3
2977,6
2978,3
2979,6
2980,6
2981,6
2982,0
2983,6
2984,6
2985,0
2986,2
2987,0
2988,0
2989,3
2990,6
2991,3
2992,0
2993,6
2994,3
2995,3
2996,3
2997,6
